First name Last name	Last name of the artist	First name of the artist	Sex of the artist (F/M/FM/empty)	Membership in movement, if applicable	Biographical elements	Detailed address of the artist, as it appears in the catalogue	Country of the artist	State of the artist	City of the artist	City coordinate location	City lat	City long	Street number of the artist's address	Street name of the artist's address	Street coordinate location	Street lat	Street long	Floor level of the artist's address	Local address of the artist	Additional information on the artist's address	Address as it appears in the catalogue	Country of the artist 2	State of the artist 2	City of the artist 2	Street number of the artist's address 2	Street name of the artist's address 2	Floor level of the artist's address 2	Local address of the artist 2	Additional information on the artist's address 2	Artist's nationality	Student of	Birth year	Month of birth	Day of birth	Detailed birth address of the artist, as it appears in the catalogue	Country of birth	State of birth	City of birth	Street number of the birth address	Street name of the birth address	Floor level of the birth address	Local address of birth	Additional information on the birth address	Year of death	Month of death	Day of death	Detailed death address of the artist, as it appears in the catalogue	Country of death	State of death	City of death	Street number of the death address	Street name of the death address	Floor level of the death address	Local address of death	Additional information on the death address	Notes	Number	Title of artwork	Subtitle	Dimension_bis	Medium_bis	Translated title	Start year of creation	Start month of creation	Start day of creation	End year of creation	End month of creation	End day of creation	Country of creation	State of creation	City of creation	Dimensions	Categories	Medium	Room	Chapter of the catalogue ?	Price	Location/Owner	Owner's country	Owner's state	Owner's city	Notes2
Henri ADAM 	ADAM 	Henri	M		 3, impasse Cauvigny, Caen (Calvados).	 3, impasse Cauvigny, Caen (Calvados).	France	 	Caen	49.182222222222,-0.37055555555556	49.182222222222	-0.37055555555556	3	 impasse Cauvigny				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	Coucher de Soleil.	D. S.	Epreuve directe	Papier salé	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
James Craig ANNAN 	CRAIG ANNAN 	James	M	Linked Ring	 L. R. 230, Sauchichall Street, Glasgow (Écosse).	  230, Sauchichall Street, Glasgow (Écosse).	Scotland	 	Glasgow	55.861111111111114,-4.25	55.861111111111114	-4.25	230	Sauchiehall Street	55.8656,-4.26409	55.8656	-4.26409	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	Molley.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
James Craig ANNAN 	CRAIG ANNAN 	James	M	Linked Ring	 L. R. 230, Sauchichall Street, Glasgow (Écosse).	  230, Sauchichall Street, Glasgow (Écosse).	Scotland	 	Glasgow	55.861111111111114,-4.25	55.861111111111114	-4.25	230	Sauchiehall Street	55.8656,-4.26409	55.8656	-4.26409	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	Dans le Jardin.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
James Craig ANNAN 	CRAIG ANNAN 	James	M	Linked Ring	 L. R. 230, Sauchichall Street, Glasgow (Écosse).	  230, Sauchichall Street, Glasgow (Écosse).	Scotland	 	Glasgow	55.861111111111114,-4.25	55.861111111111114	-4.25	230	Sauchiehall Street	55.8656,-4.26409	55.8656	-4.26409	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	Portrait.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Dr Ed. ARNING 	ARNING 	Dr Ed.	M	Société Photographique de Hambourg	 S. P. H. Esplanade, 4, Hambourg (Allemagne).	  Esplanade, 4, Hambourg (Allemagne).	Germany	 	Hamburg	53.55,10	53.55	10	4	Esplanade	53.55768333,9.98865278	53.55768333	9.98865278	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5	Lutteurs japonais.	A. Br.	Agrandissement	Papier au gelatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Dr Ed. ARNING 	ARNING 	Dr Ed.	M	Société Photographique de Hambourg	 S. P. H. Esplanade, 4, Hambourg (Allemagne).	  Esplanade, 4, Hambourg (Allemagne).	Germany	 	Hamburg	53.55,10	53.55	10	4	Esplanade	53.55768333,9.98865278	53.55768333	9.98865278	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	6	Le Sirocco.	D.	Epreuve directe		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Ernest R. ASHTON 	ASHTON 	Ernest R.	M	Linked Ring	 L. R. Camden Park Tunbridge Wells (Angleterre).	  Camden Park Tunbridge Wells (Angleterre).	England	 	Royal Tunbridge Wells	51.132,0.263	51.132	0.263		  Camden Park 				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	7	Ailes blanches.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Ernest R. ASHTON 	ASHTON 	Ernest R.	M	Linked Ring	 L. R. Camden Park Tunbridge Wells (Angleterre).	  Camden Park Tunbridge Wells (Angleterre).	England	 	Royal Tunbridge Wells	51.132,0.263	51.132	0.263		  Camden Park 				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	8	Un Café au Caire.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Henry BALLIF 	BALLIF 	Henry	M		 2, rue Balzac, Tours (Indre-et-Loire).	 2, rue Balzac, Tours (Indre-et-Loire).	France	 	Tours	47.392777777778,0.68833333333333	47.392777777778	0.68833333333333	2	 rue Balzac				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	9	La Loire à Montlouis.	Gb.		Procédé à la gomme bichromatée	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Henry BALLIF 	BALLIF 	Henry	M		 2, rue Balzac, Tours (Indre-et-Loire).	 2, rue Balzac, Tours (Indre-et-Loire).	France	 	Tours	47.392777777778,0.68833333333333	47.392777777778	0.68833333333333	2	 rue Balzac				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	10	Les Frères sur le plage de Concarneau.	A.	Agrandissement		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
