First name Last name	Last name of the artist	First name of the artist	Sex of the artist (F/M/FM/empty)	Membership in movement, if applicable	Biographical elements	Detailed address of the artist, as it appears in the catalogue	Country of the artist	State of the artist	City of the artist	City coordinate location	City lat	City long	Street number of the artist's address	Street name of the artist's address	Street coordinate location	Street lat	Street long	Floor level of the artist's address	Local address of the artist	Additional information on the artist's address	Address as it appears in the catalogue	Country of the artist 2	State of the artist 2	City of the artist 2	Street number of the artist's address 2	Street name of the artist's address 2	Floor level of the artist's address 2	Local address of the artist 2	Additional information on the artist's address 2	Artist's nationality	Student of	Birth year	Month of birth	Day of birth	Detailed birth address of the artist, as it appears in the catalogue	Country of birth	State of birth	City of birth	Street number of the birth address	Street name of the birth address	Floor level of the birth address	Local address of birth	Additional information on the birth address	Year of death	Month of death	Day of death	Detailed death address of the artist, as it appears in the catalogue	Country of death	State of death	City of death	Street number of the death address	Street name of the death address	Floor level of the death address	Local address of death	Additional information on the death address	Notes	Number	Title of artwork	Subtitle	Dimension_bis	Medium_bis	Translated title	Start year of creation	Start month of creation	Start day of creation	End year of creation	End month of creation	End day of creation	Country of creation	State of creation	City of creation	Dimensions	Categories	Medium	Room	Chapter of the catalogue ?	Price	Location/Owner	Owner's country	Owner's state	Owner's city	Notes2
Edouard ADELOT 	ADELOT 	Edouard	M	Association Belge de Photographie	 A. B. DE PH. 244, avenue de la Couronne, Bruxelles (Belgique).	  244, avenue de la Couronne, Bruxelles (Belgique).	Belgium	 	City of Brussels	50.846666666666664,4.351666666666667	50.846666666666664	4.351666666666667	244	Avenue de la Couronne - Kroonlaan	50.8253,4.384468	50.8253	4.384468	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	Hêtres.	 A. Ch.	Agrandissement	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Edouard ADELOT 	ADELOT 	Edouard	M	Association Belge de Photographie	 A. B. DE PH. 244, avenue de la Couronne, Bruxelles (Belgique).	  244, avenue de la Couronne, Bruxelles (Belgique).	Belgium	 	City of Brussels	50.846666666666664,4.351666666666667	50.846666666666664	4.351666666666667	244	Avenue de la Couronne - Kroonlaan	50.8253,4.384468	50.8253	4.384468	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	Bouleaux.	 A. Ch.	Agrandissement	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Edouard ADELOT 	ADELOT 	Edouard	M	Association Belge de Photographie	 A. B. DE PH. 244, avenue de la Couronne, Bruxelles (Belgique).	  244, avenue de la Couronne, Bruxelles (Belgique).	Belgium	 	City of Brussels	50.846666666666664,4.351666666666667	50.846666666666664	4.351666666666667	244	Avenue de la Couronne - Kroonlaan	50.8253,4.384468	50.8253	4.384468	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	L'Effort.	 A. Ch.	Agrandissement	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Edouard ADELOT 	ADELOT 	Edouard	M	Association Belge de Photographie	 A. B. DE PH. 244, avenue de la Couronne, Bruxelles (Belgique).	  244, avenue de la Couronne, Bruxelles (Belgique).	Belgium	 	City of Brussels	50.846666666666664,4.351666666666667	50.846666666666664	4.351666666666667	244	Avenue de la Couronne - Kroonlaan	50.8253,4.384468	50.8253	4.384468	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	Paysage d'Automne.	 A. Ch.	Agrandissement	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Jean AGÉLOU 	AGÉLOU 	Jean	M		 43, rue Caulaincourt, Paris.	 43, rue Caulaincourt, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	43	rue Caulaincourt	48.888,2.33381	48.888	2.33381	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5	Étude de Nu.	 D. Ch. Fr.	Epreuve directe	Papier Fresson au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Jean AGÉLOU 	AGÉLOU 	Jean	M		 43, rue Caulaincourt, Paris.	 43, rue Caulaincourt, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	43	rue Caulaincourt	48.888,2.33381	48.888	2.33381	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	6	Tête de Fillette.	 D. Ch. Fr.	Epreuve directe	Papier Fresson au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Jean AGÉLOU 	AGÉLOU 	Jean	M		 43, rue Caulaincourt, Paris.	 43, rue Caulaincourt, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	43	rue Caulaincourt	48.888,2.33381	48.888	2.33381	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	7	Portrait de M. P. J.	 D. Ch. Fr.	Epreuve directe	Papier Fresson au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Jean AGÉLOU 	AGÉLOU 	Jean	M		 43, rue Caulaincourt, Paris.	 43, rue Caulaincourt, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	43	rue Caulaincourt	48.888,2.33381	48.888	2.33381	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	8	Intérieur d'Atelier.	 D. Ch. Fr.	Epreuve directe	Papier Fresson au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Gaston ALEXANDRE 	ALEXANDRE 	Gaston	M		 45, rue de la Harpe, Paris.	 45, rue de la Harpe, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	45	rue de la Harpe	48.852222222222,2.3444444444444	48.852222222222	2.3444444444444	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	9	Automne.	 D. Ch.	Epreuve directe	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Vicomte Raoul d' ANCHALD 	ANCHALD 	Vicomte Raoul d'	M	Photo-Club de Paris	  P. C. P. Château de la Ferrière, Beaumont-la-Ferrière (Nièvre).	   Château de la Ferrière, Beaumont-la-Ferrière (Nièvre).	France	 	Beaumont-la-Ferrière	47.19,3.2261111111111	47.19	3.2261111111111	 	château de Sauvages	47.178768,3.225183	47.178768	3.225183	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	10	Nivernaise.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
